State/Territory,Sewershed_ID,Counties_Served,Population_Served,WVAL_Category,Reporting_Week,date_updated
"Wisconsin","ID:2135","Manitowoc","34500","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2134","Lincoln","9700","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2133","La Crosse","85000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2132","Kenosha","122000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2131","Juneau","4400","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2130","Dodge, Jefferson","23660","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2129","Jackson","5000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2127","Green","11000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2125","Fond Du Lac","65000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2122","Douglas","28000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2119","Dane","10757","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2113","Dane","424000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2112","Columbia","11000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2111","Columbia","3100","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2108","Kewaunee, Brown","189000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2107","Brown","43000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2104","Ashland","8200","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2162","Sheboygan","70000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2124","Chippewa, Eau Claire","77714","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2151","Saint Croix, Pierce","15900","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2141","Milwaukee, Ozaukee","470007","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wyoming","ID:2209","Sweetwater","32000","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wyoming","ID:2208","Albany","32363","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wyoming","ID:2184","Teton","13000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wyoming","ID:2183","Sweetwater","12000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wyoming","ID:2182","Sheridan","19000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wyoming","ID:2181","Laramie","74600","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wyoming","ID:2180","Carbon","8298","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
